  ebno  :3.0	3.2	3.4	3.6	3.8	4.0	4.2	4.4	4.6	4.8	4.85	4.9	4.95	5.0	5.05	5.1	5.15	5.2
num_runs:0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ave_bler:nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ave_ber :nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ave_iter:nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
  ebno  :3.0	3.2	3.4	3.6	3.8	4.0	4.2	4.4	4.6	4.8	4.85	4.9	4.95	5.0	5.05	5.1	5.15	5.2
num_runs:235.0	234.0	249.0	251.0	261.0	364.0	831.0	4883.0	61729.0	448532.0	513484.0	563933.0	603218.0	666326.0	695293.0	720882.0	772761.0	831302.0
ave_bler:1.0	1.0	1.0	1.0	0.9770114942528736	0.7225274725274725	0.2695547533092659	0.04218718001228753	0.0032399682483111665	0.0004458990662873552	0.00038949606998465384	0.0003546520597304999	0.00033155509285200373	0.0003001533783763503	0.00028764851652468814	0.00027743791633027317	0.00025881223301900587	0.00024058645353914704
ave_ber :0.03622902038271997	0.03288165062626091	0.02961986142469269	0.026383135231324566	0.02245901187972441	0.014866145463160388	0.005086214867632688	0.0007760931388747663	5.039055094872011e-05	1.9879358593739746e-06	1.0162639305293345e-06	4.415996487246827e-07	2.3826513029718343e-07	1.6011498625382976e-07	1.1846221382581131e-07	1.0352161057099746e-07	1.1087865151449947e-07	1.1105013195422209e-07
ave_iter:50.0	50.0	50.0	50.0	49.20306513409962	40.18681318681319	20.657039711191334	8.52795412656154	4.6800369356380305	3.5092011272328394	3.3347816095535596	3.1827628459409185	3.0451312792390146	2.916677422162725	2.7963951887909126	2.6821893180853453	2.5732108633846686	2.4730037940483722
